quarter,industry1,industry2,industry3,overtime_paid_hours
2021-Q3,services,administrative and support services,cleaning and landscaping,2.8
2021-Q3,services,administrative and support services,other adminstrative and support services,1.4
2021-Q3,services,"community, social and personal services",public administration and education,0.1
2021-Q3,services,"community, social and personal services",health and social services,0.5
2021-Q3,services,"community, social and personal services","arts, entertainment and recreation",1
2021-Q3,services,"community, social and personal services","other community, social and personal services",0.7
2021-Q3,others,others,others,2.4
2021-Q4,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",3.3
2021-Q4,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",6.2
2021-Q4,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",2.6
2021-Q4,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",6.2
2021-Q4,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",5.3
2021-Q4,manufacturing,transport equipment,transport equipment,5.2
2021-Q4,manufacturing,other manufacturing industries,other manufacturing industries,4.9
2021-Q4,construction,construction,construction,5.5
2021-Q4,services,wholesale and retail trade,wholesale trade,1.2
2021-Q4,services,wholesale and retail trade,retail trade,1
2021-Q4,services,transportation and storage,land transport and supporting services,4.5
2021-Q4,services,transportation and storage,water transport and supporting services,2.1
2021-Q4,services,transportation and storage,air transport and supporting services,1.6
2021-Q4,services,transportation and storage,other transport and storage services,3.6
2021-Q4,services,accommodation and food services,accommodation,1.8
2021-Q4,services,accommodation and food services,food and beverage services,1.4
2021-Q4,services,information and communications,"telecommunications, broadcasting and publishing",0.2
2021-Q4,services,information and communications,it and other information services,0.2
2021-Q4,services,financial and insurance services,financial services,1.7
2021-Q4,services,financial and insurance services,insurance services,0.1
2021-Q4,services,real estate services,real estate services,1.3
2021-Q4,services,professional services,"legal, accounting and management services",0.2
2021-Q4,services,professional services,architectural and engineering services,2.8
2021-Q4,services,professional services,other professional services,0.5
2021-Q4,services,administrative and support services,security and investigation,5.6
2021-Q4,services,administrative and support services,cleaning and landscaping,2.5
2021-Q4,services,administrative and support services,other adminstrative and support services,1.4
2021-Q4,services,"community, social and personal services",public administration and education,0.1
2021-Q4,services,"community, social and personal services",health and social services,0.4
2021-Q4,services,"community, social and personal services","arts, entertainment and recreation",1.1
2021-Q4,services,"community, social and personal services","other community, social and personal services",0.6
2021-Q4,others,others,others,2.8
2022-Q1,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",2.6
2022-Q1,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",6
2022-Q1,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",2.2
2022-Q1,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",6.3
2022-Q1,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",4.6
2022-Q1,manufacturing,transport equipment,transport equipment,5.9
2022-Q1,manufacturing,other manufacturing industries,other manufacturing industries,4.5
2022-Q1,construction,construction,construction,6.3
2022-Q1,services,wholesale and retail trade,wholesale trade,1
2022-Q1,services,wholesale and retail trade,retail trade,1.2
2022-Q1,services,transportation and storage,land transport and supporting services,4.1
2022-Q1,services,transportation and storage,water transport and supporting services,2.2
2022-Q1,services,transportation and storage,air transport and supporting services,3.6
2022-Q1,services,transportation and storage,other transport and storage services,4.6
2022-Q1,services,accommodation and food services,accommodation,1.8
2022-Q1,services,accommodation and food services,food and beverage services,1.3
2022-Q1,services,information and communications,"telecommunications, broadcasting and publishing",0.3
2022-Q1,services,information and communications,it and other information services,0.2
2022-Q1,services,financial and insurance services,financial services,1.8
2022-Q1,services,financial and insurance services,insurance services,0.1
2022-Q1,services,real estate services,real estate services,1.3
2022-Q1,services,professional services,"legal, accounting and management services",0.2
